folio,fecha_creacion,hora_creacion,dia_semana,fecha_cierre,hora_cierre,tipo_incidente_c4,incidente_c4,alcaldia_inicio,codigo_cierre,clas_con_f_alarma,tipo_entrada,alcaldia_cierre,alcaldia_catalogo,colonia_catalogo,longitud,latitud
C5/20230215/04364,15/02/23,22:40:54,Miércoles,16/02/23,1:47:04,Accidente,Ciclista,VENUSTIANO CARRANZA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Moctezuma 2a. Seccion,-99.09326,19.431297
C2C/20230216/00108,16/02/23,16:09:13,Jueves,16/02/23,19:17:13,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,RADIO,CUAUHTEMOC,Cuauhtémoc,Centro,-99.12489008,19.43656396
C5/20230217/01481,17/02/23,11:14:04,Viernes,17/02/23,14:17:15,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.12528841,19.42832559
C5/20230217/01627,17/02/23,11:48:50,Viernes,17/02/23,14:57:07,Accidente,Ciclista,XOCHIMILCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Barrio Apatlaco,-99.075019,19.24977
C5/20230217/01055,17/02/23,9:02:03,Viernes,17/02/23,12:07:17,Accidente,Ciclista,TLAHUAC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,San Jose Tlahuac Del Pueblo San Pedro Tlahuac,-98.99907307,19.27333474
C5/20230217/01370,17/02/23,10:47:24,Viernes,17/02/23,13:57:26,Accidente,Ciclista,TLAHUAC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,Villa Centroamericana,-99.05203502,19.28657186
C5/20230217/01466,17/02/23,11:12:37,Viernes,17/02/23,14:17:11,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Norte,-99.16666196,19.41965528
C5/20230216/03079,16/02/23,21:14:10,Jueves,17/02/23,0:17:11,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,RADIO,CUAUHTEMOC,Cuauhtémoc,Centro,-99.13767467,19.42531351
C5/20230217/03484,17/02/23,18:25:02,Viernes,17/02/23,21:37:01,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Norte,-99.164194,19.419177
C5/20230217/03513,17/02/23,18:31:29,Viernes,17/02/23,21:37:08,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.141657,19.429007
C5/20230217/02726,17/02/23,15:51:26,Viernes,17/02/23,18:57:12,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Santa Maria Ticoman,-99.132238,19.515879
C5/20230217/02729,17/02/23,15:51:56,Viernes,17/02/23,18:57:14,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Santa Maria Ticoman,-99.132238,19.515879
C5/20230218/03028,18/02/23,14:53:00,Sábado,18/02/23,17:57:17,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Cuauhtemoc,-99.169181,19.429831
C5/20230218/02353,18/02/23,12:22:24,Sábado,18/02/23,15:27:18,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,RADIO,IZTAPALAPA,Iztapalapa,El Retoño,-99.12254518,19.37565846
C5/20230218/02235,18/02/23,11:55:14,Sábado,18/02/23,14:57:18,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,San Miguel Chapultepec I Seccion,-99.185928,19.409268
C5/20230218/02331,18/02/23,12:16:16,Sábado,18/02/23,15:17:19,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,Bosque De Chapultepec I Seccion,-99.1994869,19.42525228
C5/20230218/02523,18/02/23,12:58:40,Sábado,18/02/23,16:07:17,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Polanco Ii Seccion,-99.205267,19.429645
C5/20230218/02080,18/02/23,11:11:18,Sábado,18/02/23,14:55:31,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Ampliacion Alpes,-99.210395,19.357962
C5/20230218/02056,18/02/23,11:07:55,Sábado,18/02/23,14:17:12,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.128853,19.426054
C5/20230218/01939,18/02/23,10:36:21,Sábado,18/02/23,13:47:11,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Doctores,-99.148888,19.411895
C5/20230218/01466,18/02/23,7:55:00,Sábado,18/02/23,10:57:09,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Heroes De Padierna,-99.229526,19.284357
C2N/20230218/00100,18/02/23,16:06:48,Sábado,18/02/23,19:17:30,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,GUSTAVO A. MADERO,Gustavo A. Madero,Santa Rosa,-99.17225,19.52621
C5/20230218/02537,18/02/23,13:04:09,Sábado,18/02/23,16:07:20,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ajusco,-99.164562,19.319696
C5/20230218/03146,18/02/23,15:15:07,Sábado,18/02/23,18:17:31,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.142011,19.426912
C5/20230218/03263,18/02/23,15:39:54,Sábado,18/02/23,18:47:19,Accidente,Ciclista,IZTACALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,Iztacalco,Militar Marte,-99.122477,19.382441
C5/20230218/05757,18/02/23,23:06:59,Sábado,19/02/23,2:17:17,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Miravalle,-99.143276,19.359989
C5/20230218/05731,18/02/23,23:02:18,Sábado,19/02/23,2:07:24,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Miravalle,-99.143276,19.359989
C5/20230219/05158,19/02/23,19:53:29,Domingo,19/02/23,22:57:33,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Ex-Hacienda El Rosario,-99.2076142,19.50099025
C5/20230219/05191,19/02/23,19:57:49,Domingo,19/02/23,23:07:33,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Ex-Hacienda El Rosario,-99.2108421,19.50195635
C5/20230219/05093,19/02/23,19:40:33,Domingo,19/02/23,22:47:31,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Ex-Hacienda El Rosario,-99.21190694,19.50227706
C5/20230219/05103,19/02/23,19:41:50,Domingo,19/02/23,22:47:48,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Ex-Hacienda El Rosario,-99.20991958,19.50166062
C5/20230219/03561,19/02/23,14:20:59,Domingo,19/02/23,17:47:17,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Norte,-99.165078,19.416521
C5/20230219/02593,19/02/23,10:09:39,Domingo,19/02/23,13:17:18,Accidente,Ciclista,TLAHUAC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,Barrio Santa Ana,-99.005673,19.268085
C5/20230219/04320,19/02/23,17:07:27,Domingo,19/02/23,20:17:25,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Barrio Norte,-99.203776,19.377258
C5/20230219/04275,19/02/23,16:57:04,Domingo,19/02/23,20:07:33,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Arenal 4a. Seccion,-99.0544,19.431009
C5/20230219/06277,19/02/23,23:00:43,Domingo,20/02/23,2:07:25,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Obrera,-99.14417234,19.41195175
C5/20230220/01427,20/02/23,10:19:37,Lunes,20/02/23,15:27:15,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,El Rosedal,-99.152575,19.343155
C5/20230219/05603,19/02/23,21:06:35,Domingo,20/02/23,0:17:30,Accidente,Ciclista,XOCHIMILCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Barrio Calpulco,-99.07524968,19.25099452
C5/20230220/01858,20/02/23,12:15:32,Lunes,20/02/23,15:17:32,Accidente,Ciclista,IZTAPALAPA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Granjas De San Antonio,-99.111217,19.35669
C5/20230220/03820,20/02/23,19:41:15,Lunes,20/02/23,22:47:31,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pueblo De Los Reyes,-99.154031,19.334484
C5/20230220/03181,20/02/23,17:20:56,Lunes,20/02/23,20:27:33,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Culhuacan Ctm Seccion Vi,-99.113858,19.321073
C5/20230221/01494,21/02/23,12:29:57,Martes,21/02/23,15:37:45,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Doctores,-99.14447285,19.409133
C5/20230221/01422,21/02/23,12:10:52,Martes,21/02/23,15:27:57,Accidente,Ciclista,IZTACALCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,Iztacalco,Tlazintla,-99.1105221,19.39692969
C5/20230221/00876,21/02/23,9:33:54,Martes,21/02/23,12:37:31,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ciudad Universitaria,-99.179465,19.33426
C5/20230221/00757,21/02/23,8:56:33,Martes,21/02/23,12:13:46,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,RADIO,AZCAPOTZALCO,Azcapotzalco,Pasteros,-99.19359684,19.49298151
C5/20230220/04345,20/02/23,21:54:29,Lunes,21/02/23,0:57:30,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,RADIO,ALVARO OBREGON,Álvaro Obregón,Ampliacion Las Aguilas,-99.22285486,19.34978621
C5/20230220/04127,20/02/23,21:02:00,Lunes,21/02/23,0:07:31,Accidente,Ciclista,BENITO JUAREZ,F,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Actipan,-99.180609,19.368675
C5/20230221/02738,21/02/23,17:13:46,Martes,21/02/23,20:17:39,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Del Valle Sur,-99.164816,19.37753
C5/20230221/03132,21/02/23,18:40:32,Martes,21/02/23,21:47:36,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Santa Martha Acatitla Norte,-99.015105,19.372619
C5/20230221/03069,21/02/23,18:30:07,Martes,21/02/23,21:37:33,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,RADIO,CUAUHTEMOC,Cuauhtémoc,Nonoalco Tlatelolco,-99.13839887,19.45462783
C5/20230221/03853,21/02/23,21:28:56,Martes,22/02/23,0:37:36,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Juan Gonzalez Romero,-99.09144554,19.50753486
C5/20230222/00725,22/02/23,8:00:43,Miércoles,22/02/23,14:37:36,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Tabacalera,-99.156669,19.432405
C5/20230222/01870,22/02/23,14:46:59,Miércoles,22/02/23,17:57:39,Accidente,Ciclista,TLAHUAC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,La Habana,-98.9993,19.266
C5/20230222/01387,22/02/23,11:45:35,Miércoles,22/02/23,14:57:38,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Adolfo Ruiz Cortinez,-99.147807,19.317808
C5/20230222/01459,22/02/23,12:05:16,Miércoles,22/02/23,15:07:55,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.130905,19.426321
C5/20230222/02647,22/02/23,17:55:25,Miércoles,22/02/23,20:57:49,Accidente,Ciclista,MILPA ALTA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MILPA ALTA,Milpa Alta,Barrio San Marcos,-98.995875,19.174414
C5/20230223/01843,23/02/23,13:58:54,Jueves,23/02/23,17:27:43,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Chinampac De Juarez,-99.040608,19.381037
C5/20230223/02305,23/02/23,15:47:01,Jueves,23/02/23,18:57:43,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,San Jose Aculco,-99.098767,19.374757
C5/20230223/02312,23/02/23,15:48:22,Jueves,23/02/23,18:57:45,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,San Jose Aculco,-99.100055,19.374896
C5/20230223/02419,23/02/23,16:13:54,Jueves,23/02/23,19:17:48,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,San Jose Aculco,-99.100055,19.374896
C5/20230223/02397,23/02/23,16:08:12,Jueves,23/02/23,19:17:43,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,San Jose Aculco,-99.100055,19.374896
C5/20230223/02391,23/02/23,16:06:54,Jueves,23/02/23,19:17:42,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,San Jose Aculco,-99.099528,19.376397
C5/20230223/02385,23/02/23,16:05:26,Jueves,23/02/23,19:07:50,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,San Jose Aculco,-99.10005456,19.37492134
C5/20230224/00753,24/02/23,7:08:33,Viernes,24/02/23,10:17:52,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ciudad Universitaria,-99.1875,19.3361
C5/20230224/00754,24/02/23,7:12:23,Viernes,24/02/23,10:17:52,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Copilco Universidad,-99.183875,19.337415
C5/20230224/01446,24/02/23,11:42:59,Viernes,24/02/23,14:47:54,Accidente,Ciclista,LA MAGDALENA CONTRERAS,A,URGENCIAS MEDICAS,RADIO,LA MAGDALENA CONTRERAS,La Magdalena Contreras,Pueblo La Magdalena,-99.249972,19.299947
C5/20230223/04489,23/02/23,23:48:41,Jueves,24/02/23,2:57:43,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,San Rafael,-99.159122,19.434513
C5/20230224/03439,24/02/23,20:43:18,Viernes,24/02/23,23:47:59,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Desarrollo Urbano Quetzalcoatl,-99.041513,19.334511
C5/20230224/03433,24/02/23,20:43:24,Viernes,24/02/23,23:47:57,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Desarrollo Urbano Quetzalcoatl,-99.040363,19.334358
C5/20230224/02798,24/02/23,18:32:23,Viernes,24/02/23,21:37:54,Accidente,Ciclista,IZTAPALAPA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Chinampac De Juarez,-99.05386309,19.37799536
C2S/20230224/00045,24/02/23,10:01:35,Viernes,24/02/23,13:07:50,Accidente,Ciclista,TLALPAN,F,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,TLALPAN,Tlalpan,Rinconada Coapa 2a Seccion,-99.11448,19.29507
C5/20230223/03887,23/02/23,21:38:45,Jueves,24/02/23,0:47:45,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Narvarte Poniente,-99.158556,19.381041
C5/20230224/03449,24/02/23,20:47:22,Viernes,24/02/23,23:57:50,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Condesa,-99.177914,19.412413
C5/20230225/00297,25/02/23,0:51:02,Sábado,25/02/23,4:07:58,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Estacion Pantaco,-99.166935,19.485909
C5/20230225/02431,25/02/23,12:37:56,Sábado,25/02/23,15:47:53,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Santa Maria Nonoalco,-99.19094662,19.37789053
C5/20230225/02353,25/02/23,12:21:26,Sábado,25/02/23,15:27:56,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Mixcoac,-99.190679,19.377752
C5/20230225/02331,25/02/23,12:16:26,Sábado,25/02/23,15:27:52,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Mixcoac,-99.190679,19.377752
C5/20230225/02332,25/02/23,12:17:38,Sábado,25/02/23,15:27:52,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Mixcoac,-99.190679,19.377752
C5/20230225/03419,25/02/23,16:05:29,Sábado,25/02/23,19:08:11,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Del Valle Norte,-99.163747,19.401003
C5/20230225/02944,25/02/23,14:32:48,Sábado,25/02/23,17:38:08,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.1390138,19.44392642
C5/20230225/02955,25/02/23,14:35:10,Sábado,25/02/23,17:38:11,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.139063,19.444503
C5/20230225/03637,25/02/23,16:45:23,Sábado,25/02/23,19:48:03,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Residencial Miramontes,-99.124251,19.303327
C5/20230225/04521,25/02/23,19:47:56,Sábado,25/02/23,22:57:54,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Escuadron 201,-99.113267,19.35678729
C5/20230225/04412,25/02/23,19:23:14,Sábado,25/02/23,22:28:01,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Escuadron 201,-99.113264,19.356767
C5/20230225/04401,25/02/23,19:22:00,Sábado,25/02/23,22:27:59,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Escuadron 201,-99.113264,19.356767
C5/20230225/04356,25/02/23,19:14:38,Sábado,25/02/23,22:37:59,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Ampl. Asturias,-99.13157017,19.40857554
C5/20230226/02358,26/02/23,12:12:24,Domingo,26/02/23,15:18:15,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,Polanco Ii Seccion,-99.207044,19.435308
C2O/20230226/00123,26/02/23,13:45:03,Domingo,26/02/23,16:58:03,Accidente,Ciclista,MILPA ALTA,A,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,MILPA ALTA,Milpa Alta,Barrio Los Angeles,-99.02383,19.19105
C5/20230226/01808,26/02/23,9:33:40,Domingo,26/02/23,12:38:01,Accidente,Ciclista,XOCHIMILCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,El Jazmin,-99.08299816,19.24266437
C5/20230226/03581,26/02/23,17:00:03,Domingo,26/02/23,20:08:07,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,San Juan De Aragon,-99.07351,19.460645
C5/20230226/02710,26/02/23,13:46:05,Domingo,26/02/23,16:48:10,Accidente,Ciclista,MILPA ALTA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MILPA ALTA,Milpa Alta,Barrio San Mateo,-99.024011,19.189628
C5/20230226/02919,26/02/23,14:39:39,Domingo,26/02/23,17:48:04,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,Polanco Iv Seccion,-99.195687,19.43363
C5/20230226/03135,26/02/23,15:21:21,Domingo,26/02/23,18:28:09,Accidente,Ciclista,IZTACALCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,Iztacalco,Agricola Oriental,-99.08038787,19.395785
C5/20230226/05351,26/02/23,23:01:17,Domingo,27/02/23,2:17:59,Accidente,Ciclista,MIGUEL HIDALGO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Loma Hermosa,-99.210603,19.445107
C5/20230227/01523,27/02/23,10:12:56,Lunes,27/02/23,13:28:02,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Claveria,-99.178645,19.470604
C5/20230227/03342,27/02/23,17:47:37,Lunes,27/02/23,20:58:08,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Juarez,-99.152636,19.433952
C5/20230227/03235,27/02/23,17:24:34,Lunes,27/02/23,20:28:17,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ciudad Universitaria,-99.17656848,19.30937175
C5/20230227/03749,27/02/23,19:21:15,Lunes,27/02/23,22:28:09,Accidente,Ciclista,TLAHUAC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,La Conchita Zapotitlan,-99.032641,19.284913
C5/20230227/03998,27/02/23,20:13:12,Lunes,27/02/23,23:18:13,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Romero Rubio,-99.10162,19.441233
C5/20230228/01340,28/02/23,11:17:53,Martes,28/02/23,16:38:22,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Napoles,-99.173721,19.396528
C5/20230228/00917,28/02/23,9:08:30,Martes,28/02/23,12:18:06,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Campestre Churubusco,-99.13746562,19.34113318
C5/20230228/00515,28/02/23,5:47:03,Martes,28/02/23,8:58:05,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Norte,-99.163702,19.415812
C5/20230227/04622,27/02/23,22:23:04,Lunes,28/02/23,1:38:05,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Tlalpan,-99.172998,19.290872
C5/20230227/04928,27/02/23,23:57:36,Lunes,28/02/23,3:08:05,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Insurgentes Mixcoac,-99.185651,19.375428
C5/20230227/04335,27/02/23,21:24:16,Lunes,28/02/23,0:28:10,Accidente,Ciclista,IZTAPALAPA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Pueblo Santa Martha Acatitla,-99.00375608,19.35712556
C5/20230228/02703,28/02/23,16:29:00,Martes,28/02/23,19:38:24,Accidente,Ciclista,VENUSTIANO CARRANZA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,4 Arboles,-99.0826,19.412
